web-scraper-order;web-scraper-start-url;articles_links;articles_links-href;type_chaussure;prix;adress;url_image
1751406966-236;https://sn.coinafrique.com/categorie/chaussures-enfants?page=5;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2452832;Chaussures Enfants;Prix sur demande;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2452832_uploaded_image2_1595021291.jpeg""); width: 452px;"
1751406971-237;https://sn.coinafrique.com/categorie/chaussures-enfants?page=5;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2456502;Chaussures Enfants;6 000 CFA;Dieuppeul-Derkl�, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2456502_uploaded_image1_1595118562.jpg""); width: 671px;"
1751406976-238;https://sn.coinafrique.com/categorie/chaussures-enfants?page=5;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2460595;Chaussures Enfants;Prix sur demande;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2460595_uploaded_image1_1595239204.jpg""); width: 456px;"
1751406980-239;https://sn.coinafrique.com/categorie/chaussures-enfants?page=5;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2460623;Chaussures Enfants;Prix sur demande;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2460623_uploaded_image1_1595239531.jpg""); width: 456px;"
1751407015-240;https://sn.coinafrique.com/categorie/chaussures-enfants?page=5;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2472283;Chaussures Enfants;6 000 CFA;Dieuppeul-Derkl�, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2472283_uploaded_image2_1595468383.jpeg""); width: 568px;"
1751407018-241;https://sn.coinafrique.com/categorie/chaussures-enfants?page=5;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2472298;Chaussures Enfants;6 000 CFA;Dieuppeul-Derkl�, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2472298_uploaded_image1_1595468772.jpg""); width: 568px;"
1751407020-242;https://sn.coinafrique.com/categorie/chaussures-enfants?page=5;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2472307;Chaussures Enfants;6 000 CFA;Dieuppeul-Derkl�, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2472307_uploaded_image1_1595468941.jpg""); width: 568px;"
1751407023-243;https://sn.coinafrique.com/categorie/chaussures-enfants?page=5;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2476339;Chaussures Enfants;5 000 CFA;Dieuppeul-Derkl�, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2476339_uploaded_image1_1595551015.jpg""); width: 568px;"
1751407027-244;https://sn.coinafrique.com/categorie/chaussures-enfants?page=5;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2476350;Chaussures Enfants;7 500 CFA;Dieuppeul-Derkl�, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2476350_uploaded_image1_1595551356.jpg""); width: 568px;"
1751407031-245;https://sn.coinafrique.com/categorie/chaussures-enfants?page=5;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2477046;Chaussures Enfants;8 500 CFA;Biscuiterie, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2477046_uploaded_image1_1595580779.jpg""); width: 373px;"
1751407035-246;https://sn.coinafrique.com/categorie/chaussures-enfants?page=5;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2480204;Chaussures Enfants;8 000 CFA;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2480204_uploaded_image1_1595631025.jpg""); width: 399px;"
1751407040-247;https://sn.coinafrique.com/categorie/chaussures-enfants?page=5;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2480205;Chaussures Enfants;8 000 CFA;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2480205_uploaded_image1_1595631053.jpg""); width: 399px;"
1751407044-248;https://sn.coinafrique.com/categorie/chaussures-enfants?page=5;Baskets Jordan;https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-jordan-2481675;Chaussures Enfants;Prix sur demande;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2481675_uploaded_image1_1595675783.jpg""); width: 422px;"
1751407048-249;https://sn.coinafrique.com/categorie/chaussures-enfants?page=5;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2484004;Chaussures Enfants;5 000 CFA;Dieuppeul-Derkl�, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2484004_uploaded_image1_1595729080.jpg""); width: 568px;"
1751407053-250;https://sn.coinafrique.com/categorie/chaussures-enfants?page=5;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2484015;Chaussures Enfants;7 500 CFA;Dieuppeul-Derkl�, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2484015_uploaded_image1_1595729350.jpg""); width: 568px;"
1751407058-251;https://sn.coinafrique.com/categorie/chaussures-enfants?page=5;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2484019;Chaussures Enfants;6 000 CFA;Dieuppeul-Derkl�, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2484019_uploaded_image1_1595729648.jpg""); width: 568px;"
1751407064-252;https://sn.coinafrique.com/categorie/chaussures-enfants?page=5;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2484023;Chaussures Enfants;6 000 CFA;Dieuppeul-Derkl�, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2484023_uploaded_image1_1595729844.jpg""); width: 568px;"
1751407069-253;https://sn.coinafrique.com/categorie/chaussures-enfants?page=5;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2486553;Chaussures Enfants;6 000 CFA;Dieuppeul-Derkl�, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2486553_uploaded_image2_1595806629.jpeg""); width: 568px;"
1751407076-254;https://sn.coinafrique.com/categorie/chaussures-enfants?page=5;Baskets Nike Air Max;https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-nike-air-max-2526613;Chaussures Enfants;Prix sur demande;Fass, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2526613_uploaded_image2_1596969630.jpeg""); width: 422px;"
1751407083-255;https://sn.coinafrique.com/categorie/chaussures-enfants?page=5;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2530121;Chaussures Enfants;Prix sur demande;Fass, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2530121_uploaded_image1_1597069575.jpg""); width: 422px;"
1751407087-256;https://sn.coinafrique.com/categorie/chaussures-enfants?page=5;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2543182;Chaussures Enfants;Prix sur demande;Ouakam, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2543182_uploaded_image1_1597411837.jpg""); width: 400px;"
1751407091-257;https://sn.coinafrique.com/categorie/chaussures-enfants?page=5;Chaussures Enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2584194;Chaussures Enfants;8 000 CFA;Hann Bel-Air, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2584194_uploaded_image1_1598703235.jpg""); width: 559px;"
1751407099-258;https://sn.coinafrique.com/categorie/chaussures-enfants?page=5;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2594069;Chaussures Enfants;Prix sur demande;Ouest Foire, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2594069_uploaded_image2_1599042728.jpeg""); width: 541px;"
1751407104-259;https://sn.coinafrique.com/categorie/chaussures-enfants?page=5;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2601784;Chaussures Enfants;3 000 CFA;Dieuppeul-Derkl�, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2601784_uploaded_image1_1599263254.jpg""); width: 568px;"
1751407108-260;https://sn.coinafrique.com/categorie/chaussures-enfants?page=5;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2606174;Chaussures Enfants;3 000 CFA;Dieuppeul-Derkl�, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2606174_uploaded_image1_1599441065.jpg""); width: 568px;"
1751407116-261;https://sn.coinafrique.com/categorie/chaussures-enfants?page=5;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2612829;Chaussures Enfants;3 000 CFA;Dieuppeul-Derkl�, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2612829_uploaded_image2_1599648926.jpeg""); width: 568px;"
1751407124-262;https://sn.coinafrique.com/categorie/chaussures-enfants?page=5;Chaussures fille;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-fille-2621830;Chaussures Enfants;6 000 CFA;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2621830_uploaded_image2_1599940782.jpeg""); width: 671px;"
1751407132-263;https://sn.coinafrique.com/categorie/chaussures-enfants?page=5;Chaussures fille;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-fille-2621836;Chaussures Enfants;6 000 CFA;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2621836_uploaded_image2_1599940895.jpeg""); width: 671px;"
1751407142-264;https://sn.coinafrique.com/categorie/chaussures-enfants?page=5;Chaussures fille;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-fille-2621842;Chaussures Enfants;6 000 CFA;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2621842_uploaded_image2_1599941019.jpeg""); width: 671px;"
1751407160-265;https://sn.coinafrique.com/categorie/chaussures-enfants?page=5;Chaussures gar�ons;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-garcons-2621850;Chaussures Enfants;6 000 CFA;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2621850_uploaded_image2_1599941227.jpeg""); width: 671px;"
1751407168-266;https://sn.coinafrique.com/categorie/chaussures-enfants?page=5;Chaussures gar�on;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-garcon-2621852;Chaussures Enfants;6 000 CFA;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2621852_uploaded_image2_1599941341.jpeg""); width: 671px;"
1751407175-267;https://sn.coinafrique.com/categorie/chaussures-enfants?page=5;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2621862;Chaussures Enfants;6 000 CFA;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2621862_uploaded_image2_1599941554.jpeg""); width: 671px;"
1751407182-268;https://sn.coinafrique.com/categorie/chaussures-enfants?page=5;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2623386;Chaussures Enfants;3 000 CFA;Dieuppeul-Derkl�, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2623386_uploaded_image2_1600019063.jpeg""); width: 568px;"
1751407193-269;https://sn.coinafrique.com/categorie/chaussures-enfants?page=5;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2629141;Chaussures Enfants;3 000 CFA;Dieuppeul-Derkl�, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2629141_uploaded_image2_1600221342.jpeg""); width: 568px;"
1751407203-270;https://sn.coinafrique.com/categorie/chaussures-enfants?page=5;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2642974;Chaussures Enfants;3 000 CFA;Dieuppeul-Derkl�, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2642974_uploaded_image2_1600732550.jpeg""); width: 568px;"
1751407216-271;https://sn.coinafrique.com/categorie/chaussures-enfants?page=5;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2646040;Chaussures Enfants;5 000 CFA;Parcelle Assainies, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2646040_uploaded_image2_1600852987.jpeg""); width: 373px;"
1751407223-272;https://sn.coinafrique.com/categorie/chaussures-enfants?page=5;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2655658;Chaussures Enfants;3 000 CFA;Dieuppeul-Derkl�, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2655658_uploaded_image2_1601252815.jpeg""); width: 568px;"
1751407233-273;https://sn.coinafrique.com/categorie/chaussures-enfants?page=5;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2658953;Chaussures Enfants;3 000 CFA;Dakar Plateau, Dakar, S�n�gal;
1751407242-274;https://sn.coinafrique.com/categorie/chaussures-enfants?page=5;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2658958;Chaussures Enfants;3 000 CFA;Dakar Plateau, Dakar, S�n�gal;
1751407247-275;https://sn.coinafrique.com/categorie/chaussures-enfants?page=5;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2671653;Chaussures Enfants;10 000 CFA;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2671653_uploaded_image1_1601824422.jpg""); width: 488px;"
1751407253-276;https://sn.coinafrique.com/categorie/chaussures-enfants?page=5;Chaussures Enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2686221;Chaussures Enfants;3 000 CFA;Dieuppeul-Derkl�, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2686221_uploaded_image2_1602375460.jpeg""); width: 568px;"
1751407264-277;https://sn.coinafrique.com/categorie/chaussures-enfants?page=5;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2705566;Chaussures Enfants;Prix sur demande;Fass, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2705566_uploaded_image2_1603128488.jpeg""); width: 441px;"
1751407272-278;https://sn.coinafrique.com/categorie/chaussures-enfants?page=5;Chaussures Enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2710760;Chaussures Enfants;Prix sur demande;Yoff, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2710760_uploaded_image2_1603327864.jpeg""); width: 373px;"
1751407279-279;https://sn.coinafrique.com/categorie/chaussures-enfants?page=5;Sandales Adidas Yeezy;https://sn.coinafrique.com/annonce/chaussures-enfants/sandales-adidas-yeezy-2717389;Chaussures Enfants;Prix sur demande;Dakar, S�n�gal;
1751407286-280;https://sn.coinafrique.com/categorie/chaussures-enfants?page=5;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2720321;Chaussures Enfants;2 500 CFA;Dieuppeul-Derkl�, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2720321_uploaded_image2_1603756963.jpeg""); width: 568px;"
1751407295-281;https://sn.coinafrique.com/categorie/chaussures-enfants?page=5;Chaussures pour enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfants-2726067;Chaussures Enfants;8 000 CFA;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2726067_uploaded_image2_1604015534.jpeg""); width: 402px;"
1751407302-282;https://sn.coinafrique.com/categorie/chaussures-enfants?page=5;Chaussures b�b�;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebe-2726794;Chaussures Enfants;Prix sur demande;Mamelles, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2726794_uploaded_image2_1604060598.jpeg""); width: 640px;"
1751407310-283;https://sn.coinafrique.com/categorie/chaussures-enfants?page=5;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2732252;Chaussures Enfants;10 000 CFA;Patte d'oie, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2732252_uploaded_image2_1604327384.jpeg""); width: 373px;"
1751407318-284;https://sn.coinafrique.com/categorie/chaussures-enfants?page=5;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2733477;Chaussures Enfants;2 500 CFA;Dieuppeul-Derkl�, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2733477_uploaded_image2_1604363170.jpeg""); width: 568px;"
1751407329-285;https://sn.coinafrique.com/categorie/chaussures-enfants?page=5;Chaussures Enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2734509;Chaussures Enfants;3 500 CFA;Parcelle Assainies, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2734509_uploaded_image2_1604404616.jpeg""); width: 617px;"
